Unique Facility ID,Status,Name,Type,Plant Name,Current Operator,Original Operator,Co-Owner,Constructed Date,Activated Date,Field Name,Latitude,Longitude,Licensed Capacity of Raw Gas(Mcf/d),Licensed Capacity of Sales Gas(Mcf/d),Licensed Capacity of Oil(Bbl/d),Licensed Capacity of Ethane(C2)(Bbl/d),Licensed Capacity of Ethane Plus(C2+)(Bbl/d),Licensed Capacity of Propane(C3)(Bbl/d),Licensed Capacity of Butane(C4)(Bbl/d),Licensed Capacity of Pentane Plus(C5+)(Bbl/d),Licensed Capacity of NGL(Bbl/d),Licensed Capacity of LPG(Bbl/d),Licensed Capacity of Sulphur(ton/d),Design Capacity of Raw Gas(Mcf/d),Design Capacity of Sales Gas(Mcf/d),Design Capacity of Oil(Bbl/d),Design Capacity of Ethane(C2)(Bbl/d),Design Capacity of Ethane Plus(C2+)(Bbl/d),Design Capacity of Propane(C3)(Bbl/d),Design Capacity of Butane(C4)(Bbl/d),Design Capacity of Pentane Plus(C5+)(Bbl/d),Design Capacity of NGL(Bbl/d),Design Capacity of LPG(Bbl/d),Design Capacity of Sulphur(ton/d),Raw Gas(Mcf/d),Sales Gas(Mcf/d),Ethane(C2)(Bbl/d),Ethane Plus(C2+)(Bbl/d),Propane(C3)(Bbl/d),Butane(C4)(Bbl/d),Pentane Plus(C5+)(Bbl/d),Natural Gas Liquids(Bbl/d),Liquefied Petroleum Gas(Bbl/d),Sulphur(ton/d),Sub Type,Location,Date,Raw Gas(Mcf/d).1,Sales Gas(Mcf/d).1,Injection(Mcf/d),Shrinkage(Mcf/d),Fuel(Mcf/d),Flared(Mcf/d),Other(Mcf/d),Oil(SK)(Bbl/d),Methane Plus(C1+)(SK)(Bbl/d),Ethane(C2)(Bbl/d).1,Ethane Plus(C2+)(Bbl/d).1,Propane(C3)(Bbl/d).1,Propane Plus(C3+)(SK)(Bbl/d),Butane(C4)(Bbl/d).1,Butane Plus(C4+)(SK)(Bbl/d),Pentane(C5)(SK)(Bbl/d),Pentane Plus(C5+)(Bbl/d).1,Natural Gas Liquids(Bbl/d).1,Sulphur(ton/d).1,Receipts of Oil(SK)(Bbl/d),Receipts of Ethane(C2)(SK)(Bbl/d),Receipts of Ethane Plus(C2+)(SK)(Bbl/d),Receipts of Propane(C3)(SK)(Bbl/d),Receipts of Propane Plus(C3+)(SK)(Bbl/d),Receipts of Butane(C4)(SK)(Bbl/d),Receipts of Butane Plus(C4+)(SK)(Bbl/d),Receipts of Pentane(C5)(SK)(Bbl/d),Receipts of Pentane Plus(C5+)(SK)(Bbl/d),Oil Production(Bbl/d),Oil Received(Bbl/d),Oil Open Inventory(Bbl/d),Oil Close Inventory(Bbl/d),Oil Delivered(Bbl/d),Gas Production(Mcf/d),Gas Received(Mcf/d),Lease Fuel(Mcf/d),Gas Flared(Mcf/d),Gas Vented(Mcf/d),Gas Meter Diff(Mcf/d),Gas Delivered(Mcf/d),Water Production(Bbl/d),Water Received(Bbl/d),Water Open Inventory(Bbl/d),Water Close Inventory(Bbl/d),Water Meter Diff(Bbl/d),Water Delivered(Bbl/d)
ABGP0001623,Active,MOSAIC JAYAR 6-8-62-3 W6,GP,Jayar,STRATHCONA RESOURCES LTD.,,100.0% - STRATHCONA RESOURCES LTD.,1/1/1982,,,54.34680,118.41559,126249.92,123707.26,,0.0,0.0,0.0,0.0,10697.88,,157.32,,5297.2,4237.76,629.29,0.0,,0.0,0.0,0.0,94.39,,0.0,91637.31,87014.03,0.0,0.0,0.0,0.0,3572.21,0.0,,0.0,Gas Plant Sweet,06-08-062-03W6M,2021-06-01,91637.31,87014.03,0.0,4143.0,1429.66,689.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3572.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001223,Suspended,* JAYCOR HERCULES,GP,Jaycor Hercules,JAYCOR RESOURCES INC.,,100.0% - JAYCOR RESOURCES INC.,1/1/2007,,,53.44483,113.31060,1500.17,1399.87,,0.0,0.0,0.0,0.0,0.0,,0.63,,1500.17,0.0,0.0,0.0,,0.0,0.0,0.0,0.94,,0.0,18.0,17.32,0.0,0.0,0.0,0.0,1.62,0.0,,0.0,Gas Plant Sweet,06-34-051-23W4M,2018-01-01,18.0,17.32,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BCGP0002267,Discontinued,NORTHRIVER JEDNEY B-088-J/094-G-01 005,GP,Jedney Phase 1,NORTHRIVER MIDSTREAM INC.,,100.0% - NORTHRIVER MIDSTREAM INC.,12/1/1996,,,57.23740,122.22023,77692.26,67097.86,,,,755.14,,503.43,,,,77692.26,70629.32,0.0,0.0,,0.0,0.0,881.0,0.0,,0.0,34135.15,28034.83,0.0,0.0,87.41,120.99,296.5,0.0,,0.0,,B-088-J 094-G-01,2010-12-01,34135.15,28034.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.41,0.0,120.99,0.0,0.0,296.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BCGP0002435,Active,NORTHRIVER JEDNEY B-088-J/094-G-01 007,GP,Jedney Phase 2,NORTHRIVER MIDSTREAM INC.,,100.0% - NORTHRIVER MIDSTREAM INC.,7/15/1997,,,57.23740,122.22023,79987.71,72006.6,,,,881.0,,,,,,80023.03,73030.72,0.0,0.0,,0.0,0.0,629.29,1164.18,,0.0,131691.55,124661.23,10.49,0.0,417.85,854.26,997.92,0.0,,0.0,,B-088-J 094-G-01,2021-04-01,131691.55,124661.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.49,0.0,417.85,0.0,854.26,0.0,0.0,997.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001475,Active,CRESTAR JENNER,GP,Jenner,COR4 OIL CORP.,,4.6% - ENERMARK INC.; 1.4% - CANOIL INC.; 93.9% - COR4 OIL CORP.,,,,50.65412,111.16728,14125.86,12777.2,,,,,,0.0,,113.27,,10594.4,10594.4,0.0,0.0,,0.0,0.0,0.0,113.27,,0.0,4634.93,3965.37,0.0,0.0,0.0,0.0,0.0,6.17,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,10-34-019-09W4M,2021-06-01,4634.93,3965.37,0.0,135.37,256.15,9.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001774,Active,CABRE JOARCAM 6-29,GP,Joarcam,ENERPLUS CORPORATION,,100.0% - ENERPLUS CORPORATION,1/1/2000,,,53.25608,113.04063,18893.34,17904.53,,0.0,0.0,0.0,0.0,0.0,,3121.26,,2807.52,2409.52,3398.15,,,,,,157.32,,,591.05,342.79,0.0,0.0,0.0,0.0,0.0,9.31,,0.0,Gas Plant Sweet,06-29-049-21W4M,2021-06-01,591.05,342.79,0.0,11.77,210.71,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001407,Suspended,AAV JOFFRE 13-12-038-27W4 GP,GP,Joffre,ADVANTAGE ENERGY LTD.,,54.7% - ADVANTAGE ENERGY LTD.; 40.8% - OBSIDIAN ENERGY LTD.; 0.8% - BONAVISTA ENERGY LP; 0.8% - SIGNALTA RESOURCES LIMITED; 2.4% - DEVON CANADA CORPORATION,1/1/1981,,,52.25750,113.73949,3884.61,,,,,,,,,,,6003.49,5932.86,0.0,0.0,,0.0,0.0,0.0,182.49,,0.0,554.09,497.23,0.0,0.0,0.0,0.0,0.0,11.6,,0.0,Gas Plant Sweet,13-12-038-27W4M,2021-04-01,554.09,497.23,0.0,15.3,28.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001126,Abandoned,* JORDAN PROVOST,GP,Jordan Provost,ENERPLUS CORPORATION,,100.0% - TAQA NORTH LTD.,,,,52.30141,112.07934,3990.56,,,,,,,,,,,,,,,,,,,,,,225.07,173.75,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,16-28-038-15W4M,1995-09-01,225.07,173.75,0.0,0.0,2.59,0.35,48.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001322,Suspended,JOSEPHINE 9-1-83-10W6,GP,Josephine,CANADIAN NATURAL RESOURCES LIMITED,,62.0% - CANADIAN NATURAL RESOURCES LIMITED; 38.4% - SPYGLASS RESOURCES CORP.,1/1/1973,,,56.16918,119.42774,69958.35,,,,,,,,,,,60034.93,5297.2,0.0,0.0,,0.0,0.0,471.97,0.0,,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,09-01-083-10W6M,2017-01-01,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001225,Active,TRI SEVEN JUDY CREEK,GP,Judy Creek,CRESCENT POINT ENERGY CORP.,,55.0% - SECOND WAVE PETROLEUM INC.; 45.0% - CRESCENT POINT ENERGY CORP.,,,,54.46315,115.36558,8122.37,7981.11,,0.0,0.0,0.0,0.0,0.0,,314.64,,8122.37,7062.93,251.71,0.0,,0.0,0.0,0.0,125.86,,0.0,516.06,210.24,0.0,0.0,0.0,0.0,0.0,56.78,,0.0,Gas Plant Sweet,08-24-063-10W5M,2021-06-01,516.06,210.24,0.0,80.05,134.67,16.48,33.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001069,Active,CFR JC 15-25-64-11W5 GP,GP,Judy Creek Conservation Plant,CONIFER ENERGY INC.,,51.0% - CONIFER ENERGY INC.; 24.5% - OBSIDIAN ENERGY LTD.; 24.5% - CANADIAN NATURAL RESOURCES LIMITED,1/1/1960,,,54.57231,115.52295,172158.98,132500.61,,16392.93,0.0,0.0,0.0,0.0,,13617.77,,70629.32,31783.2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,5501.67,2772.32,0.0,0.0,0.0,0.0,0.0,809.87,,0.0,Gas Plant Acid Gas Flaring > 1 T/d Sulphur,15-25-064-11W5M,2021-06-01,5501.67,2772.32,1460.26,1317.94,700.53,54.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001803,Suspended,PENGROWTH JUDY CREEK,GP,Judy Creek Ethane Stripping Plant,ACCEL CANADA HOLDINGS LIMITED,,43.1% - CONIFER ENERGY INC.,1/1/1985,,,54.57231,115.52295,172158.98,132500.61,,16392.93,0.0,0.0,0.0,0.0,,13617.77,,134195.72,105943.99,0.0,202252.84,,9607.01,352.4,0.0,16701.28,,0.0,40397.45,11241.29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,15-25-064-11W5M,2001-02-01,40397.45,11241.29,14946.55,13025.81,545.36,54.23,584.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001884,Suspended,LIGHTSTREAM JUMPBUSH,GP,Jumpbush,RIDGEBACK RESOURCES INC.,,70.0% - RIDGEBACK RESOURCES INC.; 30.0% - SIKSIKA ENERGY RESOURCES CORPORATION,1/1/1992,,,50.72338,112.78900,25002.78,24790.89,,,,,,20.77,,,,24999.96,24999.96,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2163.99,2163.99,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,06-25-020-21W4M,2014-10-01,2163.99,2163.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001037,Active,SHELL JUMPING POUND,GP,Jumping Pound,PIERIDAE ALBERTA PRODUCTION LTD.,,100.0% - SHELL CANADA LIMITED,1/1/1951,,,51.13772,114.58008,271428.5,205955.11,,3233.28,0.0,1748.79,1303.25,2108.11,,0.0,656.43,123601.32,88286.66,0.0,2202.5,,1415.9,943.93,2202.5,0.0,,,83759.91,63514.72,97.41,0.0,1053.36,1221.51,950.71,0.0,,387.16,Gas Plant Sulphur Recovery,13-13-025-05W5M,2021-06-01,83759.91,63514.72,0.0,18317.6,5970.65,303.82,0.0,0.0,0.0,97.41,0.0,1053.36,0.0,1221.51,0.0,0.0,950.71,0.0,387.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
BCGP0001692,Discontinued,CNRL KAHNTAHRIVER C-053-D/094-I-02 003,GP,Kahntah,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,3/15/1995,,,58.04574,120.90764,40294.03,39729.0,,,,,409.04,,,,,0.0,39976.2,0.0,0.0,,0.0,0.0,1080938.87,0.0,,0.0,206.53,221.0,0.0,0.0,0.0,0.0,27.49,0.0,,0.0,,C-053-D 094-I-02,2010-03-01,206.53,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001678,Active,KAKUT 14-12-75-3W6,GP,Kakut,LONG RUN EXPLORATION LTD.,,100.0% - LONG RUN EXPLORATION LTD.,,,,55.48862,118.32679,28004.53,26205.6,,0.0,0.0,0.0,0.0,0.0,,94.39,,4590.91,4061.19,1258.57,0.0,,0.0,0.0,0.0,0.0,,0.0,1359.5,1230.25,0.0,0.0,0.0,0.0,0.0,15.98,,0.0,Gas Plant Sweet,14-12-075-03W6M,2021-06-01,1359.5,1230.25,0.0,20.01,37.67,72.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001531,Active,MARATHON KAKWA,GP,Kakwa,HUSKY OIL OPERATIONS LIMITED,,42.0% - HUSKY OIL OPERATIONS LIMITED; 37.0% - IMPERIAL OIL LIMITED,1/1/1980,,,54.43794,118.73967,44496.47,43306.37,,0.0,0.0,0.0,0.0,0.0,,1001.82,,49999.91,24720.26,4405.01,0.0,,0.0,0.0,0.0,1573.22,,0.0,16017.2,16036.39,0.0,0.0,0.0,0.0,0.0,339.06,,0.0,Gas Plant Sweet,10-07-063-05W6M,2021-06-01,16017.2,16036.39,0.0,463.68,268.51,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0118855,Active,PGS KAKWA RIVER 08-13,GP,Kakwa River,PEMBINA GAS SERVICES LTD.,,100.0% - PEMBINA GAS SERVICES LTD.,1/1/2012,,,54.44895,118.60768,275004.46,226834.2,,0.0,0.0,0.0,0.0,19745.14,,22264.17,,249957.18,235372.23,,,,,,19111.45,18501.04,,,109783.16,85958.95,0.0,0.0,0.0,0.0,0.0,11088.81,,0.0,Gas Plant Sweet,08-13-063-05W6M,2021-06-01,109783.16,85958.95,0.0,16692.77,3407.86,750.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11088.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001042,Active,KARR 10-10-065-02W6,GP,Karr Creek,CANADIAN NATURAL RESOURCES LIMITED,,62.0% - CANADIAN NATURAL RESOURCES LIMITED; 10.0% - DEVON CANADA; 11.5% - PROGRESS EXPLORATION LTD.; 3.2% - ENERPLUS ENERGY LTD.; 0.5% - ITERATION ENERGY LTD.; 12.8% - SIGNALTA RESOURCES LIMITED,1/1/1981,,,54.61240,118.21115,120069.85,106509.02,,0.0,0.0,0.0,0.0,1887.86,,5172.74,,109475.45,97115.32,0.0,0.0,,0.0,0.0,629.29,4719.65,,0.0,45589.23,39020.47,0.0,0.0,0.0,0.0,1011.94,2051.75,,0.0,Gas Plant Sweet,10-10-065-02W6M,2021-06-01,45589.23,39020.47,0.0,4069.78,2969.96,189.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.94,2051.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001058,Active,TRILOGY KAYBOB,GP,Kaybob,PARAMOUNT RESOURCES LTD.,,90.0% - PARAMOUNT RESOURCES LTD.,1/1/1962,,,54.52160,116.80216,211217.0,203235.88,,0.0,11471.9,0.0,0.0,5978.23,,4713.36,,190699.18,188982.88,0.0,0.0,,0.0,0.0,1950.79,3146.43,,0.0,63604.3,60557.94,0.0,0.0,0.0,0.0,344.87,578.08,,0.0,Gas Plant Acid Gas Flaring > 1 T/d Sulphur,08-09-064-19W5M,2021-06-01,63604.3,60557.94,550.32,1694.87,1351.96,134.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.87,578.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001692,Suspended,PARAMOUNT KAYBOB,GP,Kaybob North,PARAMOUNT RESOURCES LTD.,,100.0% - PARAMOUNT RESOURCES LTD.,,,,54.50712,116.44261,41106.27,,,,,,,,,,,,,,,,,,,,,,11784.16,11784.16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,05-01-064-17W5M,2004-03-01,11784.16,11784.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001279,Suspended,ARCHEAN KAYBOB SOUTH,GP,Kaybob South,SINOPEC DAYLIGHT ENERGY LTD.,,100.0% - SINOPEC DAYLIGHT ENERGY LTD.,,,,54.29220,116.91077,8002.3,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2782.8,2782.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,10-22-061-20W5M,2005-05-01,2782.8,2782.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001107,Active,SEMCAMS KAYBOB AMALGAMATED,GP,Kaybob South 1 Cycling,ENERGY TRANSFER CANADA ULC,,56.6% - ENERGY TRANSFER CANADA ULC; 22.8% - HUSKY OIL OPERATIONS LIMITED; 1.5% - TALISMAN ENERGY INC.; 2.0% - DEVON CANADA CORPORATION; 1.6% - TAQA NORTH LTD.; 0.6% - CONOCOPHILLIPS CANADA (BRC) LTD.; 0.1% - PARAMOUNT RESOURCES (ACL) LTD.; 5.5% - CEQUENCE ENERGY LTD.; 4.0% - XTO ENERGY CANADA; 5.2% - LONG RUN EXPLORATION LTD.,1/1/1967,,,54.34316,116.85462,394782.61,320021.47,,,,1931.91,1302.62,20917.5,,14473.6,1201.52,197762.11,176573.31,0.0,0.0,,6292.87,5034.3,12585.74,7551.44,,1047.2,135644.09,111754.19,0.0,0.0,0.0,0.0,5167.39,5568.08,,0.0,Gas Plant Sulphur Recovery,01-12-062-20W5M,2021-06-01,135644.09,111754.19,2488.39,14003.21,5944.87,431.66,157.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5167.39,5568.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001144,Active,SEMCAMS KAYBOB SOUTH #3,GP,Kaybob South 3,ENERGY TRANSFER CANADA ULC,,85.0% - ENERGY TRANSFER CANADA ULC; 10.2% - EXXONMOBIL CANADA ENERGY; 0.1% - HAMILTON BROTHERS CANADIAN GAS COMPANY LTD.; 0.1% - BP CANADA ENERGY COMPANY; 0.1% - DEVON CANADA CORPORATION; 0.1% - CONOCOPHILLIPS CANADA LIMITED; 0.1% - SUNCOR ENERGY INC.; 4.2% - BURLINGTON RESOURCES CANADA LTD.; 0.1% - PARAMOUNT RESOURCES (ACL) LTD.,1/1/1972,,,54.09609,116.61698,671084.53,584952.07,,,15367.19,,,33666.85,,17424.96,2170.46,441433.28,,0.0,0.0,,0.0,0.0,7551.44,10068.59,,2203.52,150220.92,119115.53,0.0,0.0,0.0,0.0,1163.3,4921.26,,424.5,Gas Plant Sulphur Recovery,03-15-059-18W5M,2021-06-01,150220.92,119115.53,0.0,20681.91,14403.56,307.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.3,4921.26,424.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001891,Suspended,ROZSA KEHO,GP,Keho,HOUSTON OIL & GAS LTD.,,100.0% - HOUSTON OIL & GAS LTD.,1/1/1995,,,50.00242,112.87387,8016.43,,,,,,,,,,,8016.43,7062.93,0.0,0.0,,0.0,0.0,0.0,157.32,,0.0,20.36,7.77,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,16-13-012-22W4M,2009-11-01,20.36,7.77,0.0,3.06,8.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001570,Active,EMBER KELSEY,GP,Kelsey,EMBER RESOURCES INC.,,100.0% - EMBER RESOURCES INC.,,,,52.79070,112.48632,9958.73,9711.53,,0.0,0.0,0.0,0.0,16.36,,0.0,,10594.4,10241.25,0.0,0.0,,0.0,0.0,0.0,9.44,,0.0,1736.07,1539.84,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Sweet,06-13-044-18W4M,2021-06-01,1736.07,1539.84,0.0,0.0,159.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001704,Abandoned,STITTCO KEMP,GP,Kemp River Fractionation Plant,STITTCO ENERGY LIMITED,,100.0% - NOTTINGHAM MIDSTREAM LIMITED,,,,57.55750,117.53370,11653.84,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.61,,0.0,Gas Plant Fractionation,01-04-099-22W5M,2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001063,Active,APACHE CANADA PROVOST,GP,Kessler,BATTLE RIVER ENERGY LTD.,,98.0% - BATTLE RIVER ENERGY LTD.,,,,52.33036,111.12946,3178.32,,,,,,,,,,,5826.92,1765.73,0.0,14.79,,0.31,0.31,0.31,0.0,,0.0,942.2,905.94,0.0,0.0,0.0,0.0,3.63,0.0,,0.0,Gas Plant Sweet,13-05-039-08W4M,2021-06-01,942.2,905.94,0.0,4.24,109.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0086768,Active,KETTLE RIVER 15-14-083-05W4,GP,Kettle River,CANADIAN NATURAL RESOURCES LIMITED,,100.0% - CANADIAN NATURAL RESOURCES LIMITED,,,,56.20088,110.67419,22954.53,21895.09,,,,,,,,,,35314.66,35314.66,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1531.01,1219.65,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Gas Plant Acid Gas Flaring < 1 T/d Sulphur,15-14-083-05W4M,2021-06-01,1531.01,1219.65,0.0,0.0,266.74,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001869,Reclamation Certified,KEYSPAN BLUEBERRY,GP,Keyspan Blueberry,KEYERA ENERGY LTD.,,100.0% - KEYERA ENERGY LTD.,,,,56.15802,119.07421,23166.42,,,,,,,,,,,,,,,,,,,,,,20.51,0.0,0.0,0.0,0.0,0.0,0.0,1.04,,0.0,Gas Plant Sweet,16-31-082-07W6M,1999-01-01,20.51,0.0,0.0,0.91,17.09,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ABGP0001088,Active,BONTERRA 05-35 SWEET GAS PLANT,GP,Keystone,BONTERRA ENERGY CORP.,,100.0% - BONTERRA ENERGY CORP.,1/1/1965,,,53.18327,114.48599,20482.5,,,,,,,,,,,14999.9,13000.03,125.86,0.0,,50.34,100.69,0.0,31.46,,0.0,11535.06,10142.37,0.0,0.0,50.95,0.0,78.51,124.35,,0.0,Gas Plant Sweet,05-35-048-04W5M,2021-06-01,11535.06,10142.37,0.0,336.67,700.88,2.12,0.0,0.0,0.0,0.0,0.0,50.95,0.0,0.0,0.0,0.0,78.51,124.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
